iter	Logloss
155	0.2603501801
156	0.2597601066
157	0.2593704525
158	0.2585938694
159	0.2579704248
160	0.2571873964
161	0.2566531191
162	0.2561212391
163	0.2555476207
164	0.2551974256
165	0.2547737484
166	0.2544581213
167	0.2539058114
168	0.253390714
169	0.2530321111
170	0.2523155859
171	0.2514622996
172	0.2510970959
173	0.2507280134
174	0.2503666653
175	0.2499623984
176	0.2494822682
177	0.2484197718
178	0.2478724948
179	0.2473493103
180	0.2469806529
181	0.2466167307
182	0.2463016141
183	0.2457435288
184	0.245254274
185	0.2445828122
186	0.2442919107
187	0.2436093725
188	0.2433770915
189	0.2426392734
190	0.2422182004
191	0.2415658613
192	0.241093293
193	0.2408354942
194	0.2404299717
195	0.2401331411
196	0.2395872654
197	0.2393902617
198	0.2387957182
199	0.2385936647
200	0.2378726117
201	0.2377137563
202	0.2374097158
203	0.2369708688
204	0.2367576152
205	0.2364674031
206	0.2360261477
207	0.235589855
208	0.2350889331
209	0.2347229145
210	0.2341109501
211	0.2335946897
212	0.2333232932
213	0.2325380788
214	0.2321794369
215	0.2318793099
216	0.2317285375
217	0.2312038324
218	0.2308045331
219	0.2303104531
220	0.2301310981
221	0.2299557435
222	0.2296035316
223	0.2293720271
224	0.2290924418
225	0.2281822293
226	0.2277642873
227	0.2276079029
228	0.2272788532
229	0.2268279716
230	0.2266540328
231	0.2265226798
232	0.226146
233	0.2258271502
234	0.2253004355
235	0.2248547313
236	0.2243475598
237	0.2240182825
238	0.2236129062
239	0.2231892254
240	0.2224924195
241	0.2222227267
242	0.2220843548
243	0.2217904239
244	0.2212440856
245	0.2211126063
246	0.2208222537
247	0.2205999751
248	0.2203128647
249	0.2201971666
250	0.2199197193
251	0.2194595493
252	0.2189430109
253	0.217879517
254	0.2175558468
255	0.2174359302
256	0.2172529509
257	0.2168737555
258	0.2166308961
259	0.2163175187
260	0.2161543928
261	0.2158943769
262	0.2155079952
263	0.215313006
264	0.2150429999
265	0.2147711498
266	0.214351765
267	0.2140115599
268	0.2137601857
269	0.2133573647
270	0.213008941
271	0.2128159354
272	0.2125400742
273	0.2122660171
274	0.2118704228
275	0.2115335845
276	0.2114067861
277	0.2111717168
278	0.2108649544
279	0.2104385951
280	0.2099286959
281	0.2096695126
282	0.2095294425
283	0.2092543984
284	0.2089498292
285	0.2085299261
286	0.2082501213
287	0.2080311854
288	0.2076179372
289	0.2072154345
290	0.2065498864
291	0.2062728822
292	0.2060209273
293	0.2057678007
294	0.2055265942
295	0.2051948584
296	0.2047498768
297	0.2045240949
298	0.2037952633
299	0.2033895026
300	0.2029118432
301	0.2025402939
302	0.2022445486
303	0.2018967598
304	0.2015651188
305	0.2011894201
306	0.2009788226
307	0.2006789885
308	0.2004478117
309	0.2002056837
310	0.1998946705
311	0.1995384087
312	0.199210785
313	0.1990769491
314	0.1987916653
315	0.1982912455
316	0.1979679967
317	0.1976110797
318	0.1971115813
319	0.196645615
320	0.1964679374
321	0.1961590609
322	0.195921332
323	0.1956131484
324	0.1953975979
325	0.1951020351
326	0.1949390206
327	0.1947830987
328	0.194427293
329	0.1941870256
330	0.1939323222
331	0.1938000594
332	0.1936901189
333	0.1935254116
334	0.1932361154
335	0.1930122949
336	0.192758134
337	0.1924557207
338	0.1922442159
339	0.1919161296
340	0.1916099307
341	0.1913844534
342	0.1910642132
343	0.1907448556
344	0.1904655954
345	0.190349882
346	0.1900910763
347	0.1897322556
348	0.1894518869
349	0.1892936215
350	0.1890781716
351	0.1888606257
352	0.1885515392
353	0.1881743729
354	0.1878344377
355	0.1875000608
356	0.1873267119
357	0.1871204572
358	0.186773799
359	0.18653516
360	0.1863589079
361	0.1859325816
362	0.1856456496
363	0.1855381905
364	0.1851710663
365	0.184811228
366	0.1847518303
367	0.1843860623
368	0.1841924399
369	0.1839425439
370	0.183837917
371	0.1833927338
372	0.1830278084
373	0.1827342834
374	0.1825446183
375	0.1822484496
376	0.1820105474
377	0.1818025419
378	0.1814312984
379	0.1811223896
380	0.1809521251
381	0.1807360711
382	0.1804202671
383	0.1800671927
384	0.1798193511
385	0.1792921611
386	0.1790798264
387	0.1789072414
388	0.1786471402
389	0.1784192392
390	0.1779854669
391	0.1777522535
392	0.1774569147
393	0.1771418871
394	0.1769432577
395	0.1765680614
396	0.1761975145
397	0.1760051304
398	0.1758211034
399	0.1756565203
400	0.1755426753
401	0.1754694917
402	0.1753175772
403	0.1750121434
404	0.174919093
405	0.1746780993
406	0.174406437
407	0.1740932426
408	0.1737407797
409	0.1732926
410	0.1729323953
411	0.1724299863
412	0.1721381589
413	0.1717803834
414	0.1716578891
415	0.1714634556
416	0.171291942
417	0.1710318913
418	0.1708662625
419	0.1704984365
420	0.1702566351
421	0.1699398584
422	0.169731739
423	0.1695129011
424	0.1692658978
425	0.1690628718
426	0.1688171218
427	0.1686888908
428	0.1684921115
429	0.1683370323
430	0.1680403782
431	0.1677435716
432	0.1675897449
433	0.1674227001
434	0.1672450995
435	0.1667152275
436	0.1663222112
437	0.1659495087
438	0.1657913351
439	0.1654690146
440	0.1651358138
441	0.1648587778
442	0.1646478724
443	0.1643701192
444	0.1642224633
445	0.1640517986
446	0.1639114786
447	0.1637402075
448	0.1635190319
449	0.163318158
450	0.1630196827
451	0.1627921806
452	0.16256846
453	0.1623808058
454	0.1621442843
455	0.1619639549
456	0.1617686831
457	0.1616301707
458	0.1614011204
459	0.1611902337
460	0.1607563256
461	0.1606210929
462	0.1604009232
463	0.1602241525
464	0.1600796123
465	0.1598898536
466	0.1595498121
467	0.1593449838
468	0.1591729448
469	0.158786171
470	0.158559379
471	0.158404633
472	0.1582190225
473	0.1580285442
474	0.1575623405
475	0.1574286189
476	0.1476	0.1534477	0.1477	0.153478	0.15478	0.153479	0.15479	0.153480	0.15480	0.152481	0.15481	0.152482	0.15482	0.1522949835
483	0.1521370825
484	0.1520009689
485	0.1517708782
486	0.1514757701
487	0.1512626783
488	0.1489	0.1552489	0.1490	0.1548490	0.1491	0.1546491	0.1492	0.1543492	0.1493	0.1541493	0.1494	0.1537494	0.1495	0.1535495	0.1496	0.1533496	0.1497	0.1531497	0.1498	0.1528498	0.1499	0.1527499	0.1486521645
500	0.1501	0.1523501	0.1502	0.1521502	0.1503	0.1519503	0.1479362968
504	0.1477648827
505	0.1475098113
506	0.1472884949
507	0.1469406756
508	0.1468142528
509	0.1465524865
510	0.1463563897
511	0.1512	0.1496512	0.1458712514
513	0.1456912924
514	0.1455071316
515	0.145367553
516	0.145082684
517	0.1449189716
518	0.1447502775
519	0.1445730572
520	0.1444211088
521	0.1442198933
522	0.14523	0.147523	0.14524	0.147524	0.14525	0.1468885114
526	0.1467466679
527	0.1465634242
528	0.1462908789
529	0.1459607383
530	0.1458299349
531	0.1456060324
532	0.1454466101
533	0.14528534
534	0.1449803092
535	0.14480535	0.1414195941
536	0.1412482009
537	0.1409978646
538	0.1408617179
539	0.1406883049
540	0.140346397
541	0.1402110549
542	0.1400463533
543	0.139814517
544	0.1396547415
545	0.1394163943
546	0.1391251348
547	0.1388768288
548	0.1387251661
549	0.1386120889
550	0.1384497193
551	0.1382552789
552	0.1379649631
553	0.1378510527
554	0.1377438537
555	0.1375753467
556	0.1374764744
557	0.1372469225
558	0.137060936
559	0.1368819817
560	0.1366377714
561	0.1365147683
562	0.1364202817
563	0.1362996403
564	0.1361489716
565	0.135995157
566	0.1359044989
567	0.1357238279
568	0.1355214273
569	0.1353523618
570	0.1352600973
571	0.135105594
572	0.1348583479
573	0.1346180814
574	0.1345015778
575	0.1343313825
576	0.1342758168
577	0.1341055085
578	0.1339329255
579	0.1337901504
580	0.1337350688
581	0.1336543412
582	0.133427511
583	0.1333338742
584	0.1331975995
585	0.1330481886
586	0.1329061057
587	0.1327869368
588	0.1326469455
589	0.1325728105
590	0.1324085045
591	0.1322753271
592	0.1321581603
593	0.1319738969
594	0.1317666339
595	0.1317001335
596	0.1315414958
597	0.131433109
598	0.1311251051
599	0.1309486506
600	0.1308022857
601	0.1307276701
602	0.1305060651
603	0.1303057634
604	0.1300838629
605	0.1299241469
606	0.1298113261
607	0.1295891265
608	0.1294966414
609	0.1293301071
610	0.1292170297
611	0.1290856312
612	0.1289579934
613	0.1288653313
614	0.1287855027
615	0.1286591684
616	0.1285278706
617	0.1284164945
618	0.1282878067
619	0.1281920875
620	0.1280445167
6622	0.129915336622	0.1278205515
623	0.1276826831
624	0.1274718672
62626	0.1291917866627	0.12905327156628	0.1288979262
629	0.1287010792
630	0.12858034646631	0.128455389
632	0.1282859838
633	0.1281678032
634	0.1279199264
635	0.1277911357
636	0.1276449674
637	0.1275360771
638	0.1275012583
639	0.1274678366
640	0.1274357401
641	0.1273236549
642	0.1271419573
643	0.1269765254
644	0.1268318903
645	0.1267131897
645	0.1246865718
646	0.1245771532
647	0.124422154
648	0.1242881012
649	0.1242028031
650	0.1240067308
651	0.1239484288
652	0.1238017334
653	0.123676101
654	0.1235131647
655	0.1233768784
656	0.1232686808
657	0.1230786753
658	0.123009658
659	0.1229119617
660661	0.12431296661662	0.12414754662663	0.12404420663664	0.123888868
665	0.1237997963
666	0.12370709966667	0.12345371866668	0.12324998866669	0.12307527166670	0.1229006031
671	0.1227311595
672	0.1226091803
673	0.1224545358
674	0.1222660714
675	0.12213847467676	0.12193704567677	0.1218168494
678	0.12165471667679	0.1214857736680	0.12133772486681	0.121260989
682	0.1211241871
683	0.1210069709
684	0.1209045069
685	0.1207704278
686	0.1206272041
687	0.1204658945
688	0.1203513573
689	0.1201989696
690	0.1201339041
691	0.1200658692
692	0.1198826301
693	0.1197469732
694	0.119649073
695	0.11955671636696	0.11936990546697	0.11912427196698	0.11902471156699	0.11884108346700	0.11870903697701	0.11865938770702	0.11853270970703	0.11838271570704	0.11830561670705	0.11824284270706	0.118128906706	0.1169588142
707	0.1168497821
708	0.1167708471
709	0.1166046897
710	0.1164884602
711	0.11635096
712	0.1162326624
713	0.1161129783
714	0.1160187831
715	0.1159066618
716	0.1158135036
717	0.1157215672
718	0.1155723631
719	0.1154613286
720	0.1153941493
721	0.1153008703
722	0.1150927935
723	0.1149969683
724	0.1149007329
725	0.1148172609
726	0.1146602122
727	0.1145886494
728	0.1144885008
729	0.1143760739
730	0.1143145251
731	0.1141350981
732	0.1139848564
733	0.1138879529
734	0.1137708291
735	0.1136133465
736	0.1135112789
737	0.1133927238
738	0.1133152208
739	0.1132214902
740	0.1131508881
741	0.1130811766
742	0.1129428412
743	0.112854218
744	0.1126787054
745	0.1125480409
746	0.1123806887
747	0.1122907097
748	0.1121243824
749	0.1120351873
750	0.1119005118
751	0.1118358385
752	0.1117031127
753	0.1115892094
754	0.1114914694
755	0.1114599158
756	0.1112989429
757	0.1112204632
758	0.1111078174
759	0.1110413549
760	0.1109162622
761	0.1108193498
762	0.1107445761
763	0.1106239353
764	0.1105326222
765	0.1103259899
766	0.1102206433
767	0.1101493949
768	0.1100324715
769	0.1099324669
770	0.1097329436
771	0.1096016468
772	0.1094907561
773	0.1093775241
774	0.1091942836
775	0.1090659611
776	0.1089509764
777	0.1088424362
778	0.1086999422
779	0.1085552581
780	0.1084648763
781	0.1083700658
782	0.1082463302
783	0.1081511249
784	0.1080607536
785	0.1080090089
786	0.107829335
787	0.1077040486
788	0.1076034382
789	0.1075189064
790	0.1074200328
791	0.1073133091
792	0.1072285114
793	0.1071197759
794	0.1069660416
795	0.10690611079796	0.1068259183
797	0.1067162796
798	0.106612003
799	0.1065298582
800	0.1064524193
801	0.1063716483
802	0.106295198
803	0.1060871284
804	0.1059182624
805	0.1058181098
806	0.1056734665
807	0.1055389642
808	0.1054664671
809	0.105339909
810	0.1052022089
811	0.1051205817
812	0.1050578374
813	0.1049732419
814	0.1048595335
815	0.1047809311
816	0.104709694
817	0.1046084203
818	0.1045147995
819	0.1043976806
820	0.104353062
821	0.1042115772
822	0.1041365531
823	0.1040333769
824	0.1038454683
825	0.103745154
826	0.1036460529
827	0.1034948022
828	0.1034225053
829	0.1033526186
830	0.1032470857
831	0.1031735622
832	0.1029920307
833	0.1029031453
834	0.1028181523
835	0.1027337933
836	0.1025954338
837	0.1025353987
838	0.1024418934
839	0.1023158423
840	0.1022320445
841	0.1021194486
842	0.1020403841
843	0.101990998
844	0.1019042592
845	0.1017325344
846	0.1016062226
847	0.1015234499
848	0.1014825134
849	0.101356282
850	0.1012743036
851	0.1012325329
852	0.1011387388
853	0.1010981898
854	0.1010191698
855	0.1009693772
856	0.1008982156
857	0.1007604678
858	0.100661209
859	0.1005683603
860	0.1004895891
861	0.1003284257
862	0.1002754506
863	0.1002022874
864	0.1001487605
865	0.1000954727
866	0.09993612222
867	0.09978438953
868	0.09968651256
869	0.0995941836
870	0.09955101055
871	0.09948758257
872	0.09941697892
873	0.0992975671
874	0.09913777223
875	0.09905058942
876	0.09899554958
877	0.09889390757
878	0.09885349416
879	0.09873594059
880	0.09866436643
881	0.09854850139
882	0.09849937398
883	0.09845150472
884	0.09821337112
885	0.09813484201
886	0.09804587487
887	0.09790564227
888	0.09778669793
889	0.09763387286
890	0.09756098702
891	0.09748831815
892	0.09737317218
893	0.09723016054
894	0.09712012168
895	0.09706826375
896	0.09701945901
897	0.09693403111
898	0.09687367415
899	0.09678881641
900	0.09672999839
901	0.09659436005
902	0.09644206445
903	0.09636111145
904	0.09627098917
905	0.09619783427
906	0.09613695152
907	0.09605266571
908	0.09596612494
909	0.09591711133
910	0.09585273867
911	0.09571053298
912	0.09565364512
913	0.09556264567
914	0.09550637474
915	0.09542016646
916	0.09534423517
917	0.09526873563
918	0.09522172395
919	0.09513048096
920	0.09502024318
921	0.09493225851
922	0.09484535138
923	0.0946989529
924	0.09465924495
925	0.09461759718
926	0.0945220862
927	0.09445634396
928	0.09435043996
929	0.0942875968
930	0.09416389978
931	0.09413598736
932	0.0940033982
933	0.09385888079
934	0.09374187723
935	0.09365753114
936	0.09362283438
937	0.09354512487
938	0.09348585954
939	0.093334831
940	0.09322506228
941	0.09310872271
942	0.09299764961
943	0.09293877283
944	0.09280342551
945	0.09276384413
946	0.09268444202
947	0.09262533504
948	0.09252185512
949	0.09242600304
950	0.09227145908
951	0.09222947797
952	0.09218937899
953	0.09211548847
954	0.09204125111
955	0.09195163927
956	0.09191211976
957	0.09180948945
958	0.09174227592
959	0.09163713806
960	0.09157111326
961	0.09153178535
962	0.09142755365
963	0.09128063994
964	0.0911929906
965	0.09106630618
966	0.09086568835
967	0.09081977896
968	0.09075927477
969	0.09069169467
970	0.09056891936
971	0.09050544202
972	0.09041287566
973	0.09037813432
974	0.09031451763
975	0.09024714606
976	0.09014978172
977	0.0900907687
978	0.08998666648
979	0.08994375122
980	0.0898252334
981	0.08972176646
982	0.08959037219
983	0.08951193479
984	0.08942163708
985	0.0893828293
986	0.08922974557
987	0.08915903537
988	0.08911776103
989	0.08899499241
990	0.08892045323
991	0.08885958497
992	0.08871628268
993	0.08862476384
994	0.08859114164
995	0.08852165346
996	0.08847212675
997	0.08837301268
998	0.08828875227
999	0.08816046502
